49.285645108076146,-123.0625900287335,red,square
49.28573784862353,-123.06262093684543,red,square
49.28575104200143,-123.0626422122495,red,square
49.28585169885916,-123.0628045992237,red,square
49.2858524190701,-123.06280350007431,red,square
49.285858990695786,-123.06279402036633,red,square
49.28586556239538,-123.06278440314784,red,square
49.28587213401948,-123.0627749234348,red,square
49.28587879559442,-123.0627654438334,red,square
49.28588536721691,-123.06275596411525,red,square
49.28589202871563,-123.06274662201683,red,square
49.28589869021356,-123.06273727991586,red,square
49.285905441662386,-123.06272793792647,red,square
49.28591210315879,-123.06271859582047,red,square
49.28591885453145,-123.0627093913341,red,square
49.28592560590265,-123.06270018822033,red,square
49.28593235727384,-123.06269098372896,red,square
49.28593919859593,-123.06268177934906,red,square
49.28594594988359,-123.06267272611166,red,square
49.285952791204195,-123.06266352172673,red,square
49.28595963244951,-123.0626544548475,red,square
49.28596656357121,-123.06264552558794,red,square
49.28597340481509,-123.06263645870368,red,square
49.285980335935356,-123.06262752943911,red,square
49.28598726705495,-123.06261860017204,red,square
49.28599419809931,-123.06260980841078,red,square
49.28600121916916,-123.06260087925261,red,square
49.286008150212155,-123.0625920874864,red,square
49.28601517120613,-123.06258329583157,red,square
49.28602219219945,-123.06257450417422,red,square
49.28602921311758,-123.06256585002282,red,square
49.28603632488627,-123.06255719598389,red,square
49.28604334580311,-123.06254854182757,red,square
49.28605045667094,-123.06253988778252,red,square
49.2860575674637,-123.06253137124351,red,square
49.28606476820673,-123.06252285619084,red,square
49.2860718789982,-123.0625143396469,red,square
49.28607907974069,-123.06250582321425,red,square
49.28608628040816,-123.06249744428764,red,square
49.28609348107504,-123.06248906535862,red,square
49.28610068174131,-123.06248068642716,red,square
49.28610788233258,-123.06247244500189,red,square
49.28611517294923,-123.0624640661792,red,square
49.28612246349098,-123.0624558248627,red,square
49.28612975395779,-123.0624477210525,red,square
49.286137044498325,-123.06243947973115,red,square
49.2861444249156,-123.06243137602969,red,square
49.28615171538068,-123.06242327221227,red,square
49.286159095796805,-123.06241516850599,red,square
49.2861664761381,-123.0624072023061,red,square
49.28617394643046,-123.06239923621735,red,square
49.28618133576581,-123.06239127002402,red,square
49.28618880598281,-123.06238344143935,red,square
49.286196186321135,-123.062375476605,red,square
49.286203656537054,-123.06236764801557,red,square
49.286211216704075,-123.06235981953724,red,square
49.28621868684472,-123.06235212845198,red,square
49.28622615698485,-123.06234443736442,red,square
49.286233717076065,-123.06233674638794,red,square
49.286241277166795,-123.06232905540911,red,square
49.286248837182825,-123.06232150193696,red,square
